Exercise ID,Name,GIF URL,Instructions,Target Muscles,Body Parts,Equipments,Secondary Muscles
vM5YS2g,reverse hyper extension (on stability ball),https://cdn-exercisedb.vercel.app/api/v1/images/vM5YS2g.gif,"Step:1 Lie face down on a stability ball with your hips resting on the ball and your legs extended straight behind you. Step:2 Place your hands on the ground in front of you for stability. Step:3 Engaging your glutes and hamstrings, lift your legs up towards the ceiling as high as you can. Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. Step:5 Repeat for the desired number of repetitions.",glutes,upper legs,stability ball,"hamstrings, lower back"
OrETs32,reverse hyper on flat bench,https://cdn-exercisedb.vercel.app/api/v1/images/OrETs32.gif,"Step:1 Lie face down on a flat bench with your hips at the edge and your legs hanging off the bench. Step:2 Hold onto the bench for stability. Step:3 Keeping your legs straight, raise them up towards the ceiling as high as you can. Step:4 Squeeze your glutes at the top of the movement. Step:5 Slowly lower your legs back down to the starting position. Step:6 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"hamstrings, lower back"
tFToB7l,reverse plank with leg lift,https://cdn-exercisedb.vercel.app/api/v1/images/tFToB7l.gif,"Step:1 Sit on the ground with your legs extended in front of you and your hands resting on the ground behind you, fingers pointing towards your feet. Step:2 Press through your hands and lift your hips off the ground, coming into a reverse plank position. Step:3 Engage your core and lift one leg off the ground, extending it straight up towards the ceiling. Step:4 Hold for a moment, then lower your leg back down. Step:5 Repeat with the other leg. Step:6 Continue alternating legs for the desired number of repetitions.",abs,waist,bodyweight,"glutes, hamstrings, shoulders"
ezTvXcr,ring dips,https://cdn-exercisedb.vercel.app/api/v1/images/ezTvXcr.gif,Step:1 Start by hanging from the rings with your arms fully extended and your body straight. Step:2 Lower your body by bending your elbows until your shoulders are below your elbows. Step:3 Push yourself back up to the starting position by straightening your arms. Step:4 Repeat for the desired number of repetitions.,triceps,upper arms,bodyweight,"chest, shoulders"
2Dk4xQV,rocking frog stretch,https://cdn-exercisedb.vercel.app/api/v1/images/2Dk4xQV.gif,"Step:1 Start by kneeling on the ground with your knees hip-width apart. Step:2 Place your hands on the ground in front of you for support. Step:3 Slowly lean forward, shifting your weight onto your hands and extending your legs behind you. Step:4 Keep your back straight and engage your glutes as you push your hips back and up towards the ceiling. Step:5 Hold this position for a few seconds, feeling a stretch in your glutes. Step:6 Slowly return to the starting position by bending your knees and lowering your hips back down. Step:7 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"hamstrings, quadriceps"
cQ19bBP,rocky pull-up pulldown,https://cdn-exercisedb.vercel.app/api/v1/images/cQ19bBP.gif,"Step:1 Stand in front of a pull-up bar with your feet shoulder-width apart. Step:2 Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart. Step:3 Hang from the bar with your arms fully extended and your body straight. Step:4 Engage your back muscles and pull your body up towards the bar, leading with your chest. Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. Step:6 Repeat for the desired number of repetitions.",lats,back,bodyweight,"biceps, forearms"
isofgzg,roller back stretch,https://cdn-exercisedb.vercel.app/api/v1/images/isofgzg.gif,"Step:1 Start by sitting on the ground with your legs extended in front of you. Step:2 Place the roller perpendicular to your body, just below your glutes. Step:3 Slowly roll your body backwards, allowing the roller to move up your back. Step:4 Continue rolling until the roller reaches your upper back. Step:5 Pause for a moment, then slowly roll back to the starting position. Step:6 Repeat for the desired number of repetitions.",spine,back,roller,"hamstrings, glutes"
XeMvLgE,roller body saw,https://cdn-exercisedb.vercel.app/api/v1/images/XeMvLgE.gif,"Step:1 Start in a plank position with your forearms on the roller and your body in a straight line. Step:2 Engage your core and slowly roll the roller forward, extending your body as far as you can while maintaining control. Step:3 Pause for a moment at the furthest point, then slowly roll the roller back towards your starting position. Step:4 Repeat for the desired number of repetitions.",abs,waist,roller,"shoulders, triceps, core"
0L2KwtI,roller hip lat stretch,https://cdn-exercisedb.vercel.app/api/v1/images/0L2KwtI.gif,"Step:1 Start by kneeling on the ground with the roller positioned under your hips. Step:2 Place your hands on the roller for support. Step:3 Slowly roll the roller forward, extending your hips and stretching your glutes. Step:4 Hold the stretch for a few seconds, then roll back to the starting position. Step:5 Repeat for the desired number of repetitions.",glutes,upper legs,roller,"hamstrings, quadriceps"
oMypNrz,roller hip stretch,https://cdn-exercisedb.vercel.app/api/v1/images/oMypNrz.gif,"Step:1 Start by sitting on the ground with your legs extended in front of you. Step:2 Place the roller under your glutes, just above your knees. Step:3 Lean back and place your hands on the ground behind you for support. Step:4 Engage your glutes and slowly roll the roller forward, bending your knees and bringing them towards your chest. Step:5 Pause for a moment at the end of the movement, feeling a stretch in your glutes. Step:6 Slowly roll the roller back to the starting position, extending your legs. Step:7 Repeat for the desired number of repetitions.",glutes,upper legs,roller,"hamstrings, quadriceps"
SKXQAx3,roller reverse crunch,https://cdn-exercisedb.vercel.app/api/v1/images/SKXQAx3.gif,"Step:1 Lie flat on your back with your arms extended straight above your head and your legs straight out in front of you. Step:2 Place the roller between your feet and grip it with your toes. Step:3 Engaging your abs, lift your legs off the ground and curl your knees towards your chest, rolling the roller towards your body. Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position, rolling the roller away from your body. Step:5 Repeat for the desired number of repetitions.",abs,waist,roller,hip flexors
8coXSYU,roller seated shoulder flexor depresor retractor,https://cdn-exercisedb.vercel.app/api/v1/images/8coXSYU.gif,"Step:1 Sit on a flat surface with your legs extended in front of you. Step:2 Hold the roller with both hands, palms facing down, and place it on your thighs. Step:3 Lean forward slightly and roll the roller away from your body, extending your arms straight in front of you. Step:4 Pause for a moment, then slowly roll the roller back towards your body, bending your arms and bringing the roller back to your thighs. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,roller,"deltoids, triceps"
CjETvlw,roller seated single leg shoulder flexor depresor retractor,https://cdn-exercisedb.vercel.app/api/v1/images/CjETvlw.gif,"Step:1 Sit on a flat surface with your legs extended in front of you. Step:2 Hold the roller with both hands, palms facing down, and place it on your thighs. Step:3 Lean back slightly and engage your core muscles. Step:4 Raise the roller up to shoulder level, keeping your arms straight. Step:5 Slowly lower the roller back down to your thighs. Step:6 Repeat for the desired number of repetitions.",pectorals,chest,roller,"deltoids, triceps"
c3Pfhti,roller side lat stretch,https://cdn-exercisedb.vercel.app/api/v1/images/c3Pfhti.gif,"Step:1 Stand with your feet shoulder-width apart and hold the roller with both hands in front of your body. Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. Step:3 Extend your arms forward and roll the roller down towards your feet, feeling a stretch in your lats. Step:4 Hold the stretch for a few seconds, then slowly roll the roller back up to the starting position. Step:5 Repeat for the desired number of repetitions.",lats,back,roller,"shoulders, triceps"
yaAxcQr,rope climb,https://cdn-exercisedb.vercel.app/api/v1/images/yaAxcQr.gif,"Step:1 Stand facing the rope with your feet shoulder-width apart. Step:2 Grab the rope with both hands, palms facing towards you. Step:3 Bend your knees slightly and engage your core. Step:4 Begin pulling yourself up the rope by alternating hand-over-hand movements. Step:5 Use your legs to assist in the upward movement. Step:6 Continue climbing until you reach the desired height or the top of the rope. Step:7 To descend, reverse the hand-over-hand movement while controlling your descent. Step:8 Repeat for the desired number of repetitions.",upper back,back,rope,"forearms, biceps, shoulders"
oLrKqDH,run,https://cdn-exercisedb.vercel.app/api/v1/images/oLrKqDH.gif,"Step:1 Start by standing upright with your feet hip-width apart. Step:2 Engage your core and keep your upper body relaxed. Step:3 Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. Step:4 Maintain a steady pace and continue jogging for the desired duration or distance. Step:5 Remember to breathe deeply and maintain good posture throughout the exercise.",cardiovascular system,cardio,bodyweight,"quadriceps, hamstrings, calves"
y5p0H8a,run (equipment),https://cdn-exercisedb.vercel.app/api/v1/images/y5p0H8a.gif,"Step:1 Start by standing upright with your feet hip-width apart. Step:2 Engage your core and keep your upper body relaxed. Step:3 Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. Step:4 Maintain a steady pace and continue jogging for the desired duration or distance. Step:5 Remember to breathe deeply and maintain good posture throughout the exercise.",cardiovascular system,cardio,bodyweight,"quadriceps, hamstrings, calves"
